order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD070137,ID1560149506,2022-01-26,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",14485,75.375,-37.8158975,144.9372575,0,Summer,False,0.9345,"best quality phone i've owned! many phones i've had, the speaker phone is so quiet. the sound on this is great, i love the curved edge, and it's performance is really good quality. perfect size, but a little slick. get a cover for it right away.",True
ORD168094,ID0309347102,2022-03-24,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,60.768,-37.8156898,145.0068825,25,Autumn,True,1.20477,"arrived promptly phone arrived promptly, actually earlier then when originally ordered. hard to tell the difference from a new phone and also included a new screen protector. no issues with the phone and happy with the purchase",True
ORD448101,ID0762005130,2022-12-24,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",17510,104.109,-37.8035879,144.97675759999996,0,Summer,True,1.77451,its a good phone! its a good phone!!! but it dosen't work well with metro pcs service. so i will need a refund... what steps do i need to take to get this matter taking care of.. thanks in advance...☺,True
ORD296290,ID0906234093,2022-11-15,Bakers,"[('Candle Inferno', 1), ('iStream', 2), ('Thunder line', 1), ('Olivia x460', 2)]",5360,105.178,-37.80143820000001,145.0067066,0,Spring,True,1.38781,"very nice. i love it i brought this for my granddaughter, but i kept it for myself after i played around with it for awhile. very nice. i love it!!",True
ORD392697,ID3790949317,2022-06-02,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('iAssist Line', 2)]",21430,80.783,-37.8050894,144.9368101,0,Winter,True,1.2356,five stars very well. thanks,True
ORD330508,ID3115762689,2022-01-22,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Toshika 750', 1)]",12080,59.416,-37.8057025,144.95758840000005,25,Summer,False,1.20749,great phone i am so happy i bought this phone i thiught 4 gb of ram would be slow...i was wrong. this phone is great.,True
ORD072491,ID0372993330,2022-12-05,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",13495,58.645,-37.8076398,144.98091259999995,25,Summer,False,1.28638,"great. fast shipment great. fast shipment, great condition, works great. this is my 2nd phone from them and both experiences have been great.",True
ORD056123,ID3281799254,2022-06-29,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1)]",9865,68.45,-37.824583,144.9459414,0,Winter,False,1.32947,five stars great,True
ORD398510,ID4716795834,2022-01-20,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Universe Note', 1), ('Thunder line', 2)]",10335,72.354,-37.8187257,144.95355039999995,0,Summer,False,0.8825,"other than that so far it works great.: ) bought mine brand new and it works as it should, not the persons fault but the battery does die faster than the knock off brands and it gets a bit warmer than my liking. other than that so far it works great. :)",True
ORD187925,ID0298045614,2022-07-19,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630,63.491,-37.8227467,144.9667789,0,Winter,False,0.5225,it dosen't work with fast charger. that suck. but i stilled recorment this phone. olivia a50 are a very nice phone for the price. i can very compare this to alcon. i never own an alcon before. for a mid class phone it sure feel very expansive.,True
ORD371007,ID4283908151,2022-02-12,Bakers,"[('Universe Note', 2), ('Toshika 750', 1), ('iStream', 2)]",11520,35.126,-37.809778,144.9912419,50,Summer,False,0.35175,better than better i suggest you to get his i got mine easy to see up no scratches or any thing,True
ORD425641,ID0250480659,2022-06-29,Bakers,"[('Alcon 10', 1), ('Thunder line', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",20995,37.66,-37.8094735,145.003438,50,Winter,True,0.72403,"what i expected for the money. i have only had the phone for a few days, but so far it is great.",True
ORD284962,ID0634783037,2022-02-11,Thompson,"[('pearTV', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",19165,28.845,-37.8118941,144.9393496,50,Summer,False,0.68438,"reboot, dead the phone keeps reboot itself since i bought it, and it's completely dead after one year of use.",False
ORD355437,ID2975231282,2022-12-02,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 2)]",23810,41.079,-37.8004816,144.95821,50,Summer,False,1.6739,"best way i always get my phone to used from digico. so far i've been happy with them. only one time the charger plug wouldn't stay plugged in, i contacted the seller they immediately sent me a new one that worked perfectly.",True
ORD170697,ID0746918004,2022-09-17,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('pearTV', 2)]",31745,40.455,-37.8245135,144.9827427,50,Spring,False,1.33402,five stars works well,True
ORD099235,ID0356099095,2022-08-12,Bakers,"[('Universe Note', 2), ('Olivia x460', 2)]",9350,79.756,-37.8208489,144.9946581,0,Winter,True,1.20916,"the digico candle is nice, portable and very easy to use.",True
ORD016955,ID0581709069,2022-12-01,Thompson,"[('Candle Inferno', 1), ('iStream', 1)]",580,43.854,-37.80542,144.9282301,50,Summer,True,1.84308,lots of problems. very expensive and low build quality. lots of problems.,False
ORD256866,ID0614507781,2022-08-18,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Universe Note', 1)]",16720,75.881,-37.8134213,144.9602584,0,Winter,True,0.99973,great smart pgone bargain! great phone for the money! you can upgrade the memory with a micro sd card 128g!,True
ORD487767,ID0577458161,2022-02-14,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,46.169,-37.8188761,144.9784282,50,Summer,True,0.78125,i loved my old candle but this new candle is easy to use and has added security that i didn't have with my old candle.,True
ORD406147,ID0282825777,2022-05-27,Thompson,"[('pearTV', 2), ('iAssist Line', 2), ('Universe Note', 2)]",23970,81.952,-37.8031607,144.95006980000005,0,Autumn,True,1.0913,great price and extremely fast shipping brand new in box as described. great price and extremely fast shipping.,True
ORD377549,ID0370242273,2022-03-13,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360,42.851,-37.8004833,144.9705365,25,Autumn,False,2.018,"camera keeps crashing bought this refurbished phone a couple of days ago. the phone is ok, but the camera keeps crashing and all the solutions i tried failed. this is muy second pixel that has the same issue. do not recommend this phones.",False
ORD316835,ID5001030325,2022-08-10,Thompson,"[('Universe Note', 2), ('iAssist Line', 1), ('Thunder line', 2)]",13485,22.332,-37.8116084,144.9523613,25,Winter,True,0.48029,"where is cortana? i bought this phone because it said it had cortana and i have looked everywhere on the phone and can't find cortana, will be returning this product if i don't find cortana",False
ORD093481,ID0060653725,2022-12-25,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",15500,54.181,-37.8128704,144.9429994,0,Summer,False,0.35855,never buy from them!!! phone will not hold a charge. totally worthless!!! actually does not deserve one star but had to give it one.,False
ORD044595,ID0703556744,2022-07-24,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('iStream', 1), ('Thunder line', 1)]",9070,33.517,-37.8065073,144.9579553,50,Winter,False,1.17803,lucentrola g phones are best bang for buck this phone is amazing. the right size and weight all the specs you could want from a flagship phone at 1/3 of the price.,True
ORD358463,ID0176736526,2022-04-02,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,48.239,-37.8136434,144.96760559999996,0,Autumn,False,0.57714,not what review states did not function like it said in the review for current customers,False
ORD230148,ID4637139144,2022-06-18,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1)]",17590,37.017,-37.8087991,144.94791830000003,50,Winter,True,0.43768,"good choice i am absolutely satisfied with my purchase! looks and works like a new one, no brakes or scratches. no need to buy a totally new phone if you can get this.",True
ORD067190,ID2173278061,2022-09-30,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('pearTV', 1)]",15810,38.692,-37.8171564,144.9526512,50,Spring,False,0.70003,"best phone ever i love the universe s7 , arrived just in time for christmas and price is very comparative",True
ORD448005,ID6167236696,2022-06-23,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",23210,49.132,-37.8128193,144.96084950000005,25,Winter,False,0.99945,five stars great seller. 100% recomended.,True
ORD210675,ID6197211236,2022-06-20,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 1)]",23750,38.683,-37.8149836,144.9364378,50,Winter,True,0.96964,"good except for palm rejection the phone is great in every respect except for the edges. i kept getting false imputs due to not-too-great palm rejection. a shame, i would have loved a flat s7 with the 5.5 inch display and bigger battery.",True
ORD036731,ID3144850722,2022-06-04,Bakers,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,62.979,-37.8150465,144.9834342,0,Winter,True,1.18006,not unlocked when it was supposed to be basically a rip off. don't sell phones as unlocked when they aren't.,False
ORD317994,ID0572039322,2022-01-05,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,69.71,-37.8064925,144.9518085,25,Summer,True,0.80444,very good quality. better than alcon fast. very good quality. better than alcon.,True
ORD283585,ID0128982338,2022-05-04,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610,40.912,-37.8173354,144.9622079,50,Autumn,True,0.66077,better for the money nice phone. great quality screen,True
ORD255540,ID1888340733,2022-01-15,Bakers,"[('Toshika 750', 2), ('Thunder line', 2), ('Olivia x460', 1), ('iStream', 2)]",14525,76.393,-37.7953144,144.99374550000005,25,Summer,True,1.63955,five stars the phone works great. i love it. one of the best used phones i have ever bought.,True
ORD472677,ID4883391027,2022-01-19,Bakers,"[('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 2), ('Thunder line', 2)]",31030,105.17,-37.8195648,145.01410019999997,0,Summer,True,1.97174,"battery last couple days. perfect i love everything in this phone battery is the best, camera is great and everything is perfect. i have no regret buying this. worth the money. and i recommend this phone for the best battery life and best features",True
ORD223557,ID1463620947,2022-10-03,Bakers,"[('Olivia x460', 1), ('pearTV', 2)]",13845,43.546,-37.8185597,144.99917230000003,50,Spring,True,1.0143,gave me a different phone!!!! i ordered the lucent g6 but my phone is a lucent one. why was i given a completely different phone when i paid for a lucent g6!!! pissed off. none of my cases i bought fit!,False
ORD186761,ID2774328319,2022-06-09,Bakers,"[('Lucent 330S', 2), ('Thunder line', 2), ('Universe Note', 2)]",13720,15.741,-37.8048211,144.993781,50,Winter,False,0.59003,"good for the price not a great phone, but a good enough phone for the price",True
ORD000163,ID0257505386,2022-08-22,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Lucent 330S', 1), ('iStream', 1)]",14690,42.13,-37.7992542,144.962665,25,Winter,False,2.02802,"if adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. geek squad could not fix this problem, seems to be a manufacturer's issue. also, there are too many adds. i returned this product.",False
ORD436077,ID3790949324,2022-08-13,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('pearTV', 2)]",32180,52.823,-37.803761,144.9320717,25,Winter,False,1.65043,speaker could be better qualty,True
ORD465950,ID3229057023,2022-03-20,Bakers,"[('Toshika 750', 2), ('pearTV', 2), ('iStream', 2)]",21560,25.515,-37.8022853,145.00331709999998,50,Autumn,False,1.11463,"most of the things you ask it, it doesn't know the answer to",False
ORD234621,ID0125386169,2022-03-30,Thompson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,60.412,-37.8056933,144.94122,25,Autumn,True,0.93183,great phone for the price gsm unlocked take it anywhere what a great phone for the price internal battery dual sim phones with sd card charger earphones,True
ORD469092,ID0176718197,2022-02-18,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,68.749,-37.8143648,144.9664884,25,Summer,True,0.54247,the blue is the best looking phone in the universe. i like it so far its been like 30 days the build is awesome. very premium yet durable i think it's gorrila glass. i'm using metro by tmobile in the u. s no problems it has a few cool features big ticket flagship don't have and it's so pretty.,True
ORD477870,ID2555136927,2022-07-09,Thompson,"[('Candle Inferno', 1), ('pearTV', 1), ('iStream', 2)]",7040,67.549,-37.8001434,144.95028369999997,0,Winter,False,1.42315,price is great works perfectly great phone ! performance and durability,True
ORD267328,ID6197211595,2022-11-29,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,44.86,-37.8162818,144.93234669999995,50,Spring,True,1.35556,defective defective went right back for refund,False
ORD077478,ID6167191161,2022-07-12,Nickolson,"[('iStream', 1), ('Thunder line', 1)]",2330,23.469,-37.8154081,144.966467,50,Winter,False,0.44654,this device is ok for reading or listening to audiobooks via overdrive app. wouldn't recommend it though really. waited to buy candle for years. would suggest doing research before buying this device.,False
ORD163270,ID0612015103,2022-02-17,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2)]",11410,68.012,-37.8160869,144.9633195,25,Summer,True,0.61501,"three stars nice little computer, wont work on verizon so i cant tell you how it is as a phone :p",True
ORD493824,ID3191033047,2022-12-24,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('pearTV', 2), ('Thunder line', 1)]",18120,79.158,-37.8110592,144.96933049999996,0,Summer,True,0.83909,"don’t waste your time on this i ordered a s9+ for use with verizon and i received a scratched phone, scratched on the glass and on the back in the blue paint, coded for t-mobile. sent this thing back within an hour of receiving it. why would you even mail this out of your warehouse - seems careless and a waste of time for both of us.",False
ORD272092,ID2272188022,2022-02-25,Bakers,"[('Thunder line', 1), ('Alcon 10', 2), ('iStream', 2), ('Universe Note', 1)]",23830,38.456,-37.8037783,145.00523959999995,50,Summer,False,1.11971,"good it,s what i wanted",True
ORD254688,ID0641022263,2022-11-09,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Universe Note', 2)]",13710,31.131,-37.806815500000006,144.9379825,50,Spring,False,1.03139,being able to use the product i pay for. the phone was locked and verizon would not unlock it. t-mobile is my carrier and they couldn't unlock the phone and they tried to get verizon to unlock it and they refused. sending it back. can't use a locked phone.,False
ORD331100,ID0248746926,2022-06-15,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,50.209,-37.8238565,144.99824230000004,25,Winter,True,1.56544,i am not really happy whit the alcon the camera came whit defect,False
ORD329098,ID0145235381,2022-12-31,Nickolson,"[('Universe Note', 1), ('pearTV', 2)]",16070,44.406,-37.8164539,144.9592888,25,Summer,False,0.93337,"check your network before you buy. in the u.s., sprint, verizon and u.s. cellular use cdma. at&t and t-mobile use gsm. most of the rest of the world uses gsm. - per google research.",False
ORD489092,ID0767582210,2022-05-29,Nickolson,"[('Universe Note', 1), ('Thunder line', 2), ('Alcon 10', 2)]",25710,49.544,-37.8076636,144.97143830000005,25,Autumn,True,1.22812,"do not buy this phone do not buy this alcon. it is only gsm compatible. improperly advertised, so now i have to wait 5 business days for my 400 dollars back! very disappointed in both companies involved.",False
ORD200995,ID4305736587,2022-03-27,Bakers,"[('Universe Note', 1), ('pearTV', 2), ('Candle Inferno', 1)]",16500,41.103,-37.8131224,145.0139936,50,Autumn,True,1.68627,"just like i thought nice can't wait to get the newer one love it... this phone is has many new things my old phone did not they shipped it just like they said, this is someone i will buy from again.",True
ORD164735,ID1449266815,2022-08-21,Bakers,"[('iStream', 2), ('Toshika 750', 1), ('Thunder line', 2)]",8980,67.535,-37.8165934,144.983953,0,Winter,False,1.23418,"this is the perfect phone. flagship specs for me, this is the perfect phone. flagship specs, razor thin design, lucent mod functionality, near stock android.",True
ORD320482,ID0575384839,2022-10-08,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",14055,102.234,-37.8192935,144.9820908,0,Spring,True,1.10543,excellent works overseas just fine,True
ORD463705,ID0572037071,2022-05-22,Thompson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Universe Note', 2)]",13800,32.233,-37.806436700000006,144.9520099,50,Autumn,True,0.81901,the thunder works fine but then you get indundated with &#34;things to try&#34;. i am not a 10 year old that needs stimulus to tell me to do things. i found there is no way to turn this off except for .... turning off the screen. if i cannot find a suitable fix for this it goes back.,False
ORD467066,ID2174950795,2022-04-21,Thompson,"[('iAssist Line', 2), ('Thunder line', 1), ('pearTV', 1)]",12940,49.239,-37.8155909,144.95264,25,Autumn,False,0.58781,great phone. great phone like new condition.,True
ORD435307,ID0746912592,2022-05-15,Nickolson,"[('Alcon 10', 2), ('Universe Note', 2), ('Lucent 330S', 2), ('iStream', 2)]",27560,58.986,-37.8242095,144.9842075,50,Autumn,True,1.43233,great buy. recommend getting kodi with some movie addons,True
ORD460761,ID0655124860,2022-03-11,Thompson,"[('pearTV', 1), ('Alcon 10', 1)]",15260,31.838,-37.8075656,144.9424015,50,Autumn,True,0.70125,"data account not accessible despite it saying that this phone is unlocked, i was unable to use with my at&t data account could only access data when i was at home or another place with wifi",False
ORD354110,ID6167413251,2022-07-11,Nickolson,"[('pearTV', 1), ('Universe Note', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",16520,47.842,-37.81239220000001,144.9698729,25,Winter,False,0.69106,five stars great phone.,True
ORD413218,ID0245533703,2022-01-03,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",23580,140.274,-37.8121555,144.966445,0,Summer,True,0.7671,great phone. purchased this for my 14 yr old granddaughter. she is very happy with the perforrmance and size of the phone. it is not overly large like other brands.,True
ORD124427,ID4520380455,2022-10-16,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('pearTV', 1)]",14435,38.75,-37.82123720000001,144.961431,50,Spring,False,0.77223,happy it is just a xp. reliable and simple to use as usual,True
ORD069052,ID3887190863,2022-04-05,Nickolson,"[('iStream', 1), ('Alcon 10', 2)]",18050,47.799,-37.8167231,144.9769207,50,Autumn,True,0.68074,"bullcrap did not receive the alcon plus i ordered, inside the phone box was only the wall plug and phone cord and a screen protector, if i could rate 0 i would!!!",False
ORD448815,ID2451176465,2022-04-29,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('iAssist Line', 1)]",16075,40.014,-37.8150052,144.9592995,50,Autumn,True,0.98609,four stars good mobile for price,True
ORD228482,ID0589421424,2022-05-28,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820,60.5325,-37.8095839,144.9724437,50,Autumn,True,1.03484,"it is so handsome cellular phone it is a wonderful cell, that has all what one wants and needs. it is strong, fast, beautiful, powerful, and it is olivia universe note 9. thanks.",True
ORD178398,ID6167254909,2022-07-25,Nickolson,"[('Alcon 10', 2), ('Universe Note', 2), ('Toshika 750', 1)]",29120,59.645,-37.8179,144.9663648,0,Winter,True,0.29067,broke after 6 weeks the battery didn't last long and after 6 weeks the speakers and microphone stop working,False
ORD076634,ID0547568858,2022-05-11,Bakers,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,118.47149999999999,-37.8162049,144.98865569999995,0,Autumn,True,0.9012,okay product and i highly recommend it battery could be better and the screen is okay.,True
ORD278849,ID0778809794,2022-09-13,Thompson,"[('iStream', 1), ('Olivia x460', 1)]",1375,62.743,-37.7997014,144.95774340000003,25,Spring,False,1.72235,"phone is good quality phone is good, i love it, but when i was checked, without headset...",True
ORD350362,ID0711333587,2022-03-04,Thompson,"[('Toshika 750', 2), ('pearTV', 1), ('Lucent 330S', 2)]",17410,36.899,-37.80614170000001,144.95612409999995,25,Autumn,False,1.07835,would not recommend to anybody i had to take it back three times and still would not hook up to tvs very poor customer service,False
ORD059968,ID1492145816,2022-09-18,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1), ('iAssist Line', 1), ('Thunder line', 2)]",10895,49.323,-37.813229,144.9514476,50,Spring,True,0.39001,five stars it was in great condition and the price was perfect for a phone that came out 2014.,True
ORD137291,ID0781092668,2022-07-12,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2), ('Thunder line', 1), ('Olivia x460', 1)]",14270,65.641,-37.8023054,144.94253369999996,0,Winter,False,1.22109,love this phone!!! a lot of phone for the $,True
ORD228457,ID2384157684,2022-05-01,Bakers,"[('Alcon 10', 2), ('iStream', 1)]",18050,65.669,-37.8007984,145.0054278,0,Autumn,True,1.36104,"no network this had a worst network issue, no network at all, bought for my wife and got the worst experience, with phone and overall",False
ORD092887,ID0703556741,2022-09-22,Thompson,"[('iStream', 2), ('pearTV', 2), ('Thunder line', 1)]",15100,52.551,-37.8063758,144.957978,50,Spring,True,1.18823,"pretty good! prompt shipping, kind seller. phone is in good shape. would recommend.",True
ORD110515,ID0591432725,2022-06-03,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",9200,46.475,-37.8192184,144.9651152,25,Winter,False,0.39619,"great phone! love it fast delivery, great phone! love it!",True
ORD172317,ID0638044337,2022-11-26,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",16770,40.741,-37.8136538,144.93060269999995,50,Spring,False,1.45218,just as i had hoped for. top seller. phone is brand new. i put a sim card in and verizon came up with signal. my daughter is gonna love it for her birthday. thank you.,True
ORD468616,ID5002594941,2022-04-24,Thompson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",33870,63.076,-37.8120238,144.9523039,0,Autumn,False,0.46602,takes excellent pictures!!! i've had this phone for about a month and i love everything about it!! it takes excellent pictures - even in very low light!,True
ORD351048,ID6167247308,2022-04-08,Nickolson,"[('iStream', 1), ('iAssist Line', 1)]",2375,65.964,-37.8200143,144.95906169999995,0,Autumn,True,0.93581,their customer service is horrible. i returned it to digico junk. net 10 couldn't even get it to work or load minutes. one tech said it was used previously. avoid all net 10 phones in my opinion. their customer service is horrible. i returned it to digico.,False
ORD038986,ID0581788645,2022-10-23,Thompson,"[('Thunder line', 1), ('iStream', 2)]",2480,112.141,-37.80446370000001,144.9259273,0,Spring,True,2.07179,"no 5.8ghz wifi be aware of high speed 5.8ghz wifi is not available, very disappointed. 5.8ghz wifi is the must basic feature. generally ok.",True
ORD397344,ID0581702929,2022-08-23,Thompson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,32.226,-37.815589,144.9219752,25,Winter,True,2.23051,product great quality. fast delivery. product great quality.,True
ORD305914,ID0145235264,2022-01-12,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2)]",3310,23.616,-37.81623560000001,144.96004419999997,50,Summer,True,0.87629,five stars i really like it it is easy to use,True
ORD422442,ID0319157055,2022-09-23,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",19555,53.474,-37.806056,144.96766519999997,0,Spring,True,1.40562,very satisfied we are very pleased with our orders. they came before they were suppose to.,True
ORD164513,ID0370750324,2022-12-29,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Candle Inferno', 2), ('pearTV', 2)]",23350,69.468,-37.8145097,144.98825369999997,25,Summer,True,0.79314,"new alcon 6s plus is as good as upgrades, just without bells and whistles phone has been working perfectly, no glitches",True
ORD416851,ID0501019005,2022-05-24,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Universe Note', 2)]",8985,40.269,-37.8049221,144.9731125,25,Autumn,False,1.55392,"not 4g! won’t work with verizon! read the details and said it was 4g, waited for days for it to come in for my 84 yr old grandpa and it gets here and i can’t even activate it! very frustrating!",False
ORD253705,ID4353912789,2022-03-10,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655,84.911,-37.82481370000001,145.0148278,0,Autumn,True,2.38539,this is by far my favorite cell phone to date. here is my unboxing video with my first impressions of the note 4. [...] this is by far my favorite cell phone to date.,True
ORD107295,ID0575553664,2022-03-08,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1)]",7540,27.094,-37.826167100000006,144.9851251,50,Autumn,False,1.60807,install custom from firmware!!!!! be careful from buying from this person! this seller installed a custom firmware on the note 5 i just received yesterday. no telling what data he could have been taking this is a high security risk.,False
ORD474473,ID4909776715,2022-07-12,Bakers,"[('Alcon 10', 1), ('pearTV', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",16915,26.906,-37.82152720000001,145.0018593,50,Winter,False,1.40972,no service.. phone is said to be fully unlocked but i have tried two functional sim cards to no avail. it detects the sim but still no service..or mybe i got a defective unit. #money down the drain 😭😭😭,False
ORD176050,ID0387153077,2022-02-06,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Thunder line', 1)]",5070,23.86,-37.8033485,144.95264419999995,50,Summer,True,1.14799,budget friendly phone plan for my teenagers quality phone on a budget for my teenagers.,True
