order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD339213,ID5257193649,2022-04-14,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 1)]",5180,65.538,-37.8120571,144.98821830000003,0,Autumn,False,0.6581,works great... bought it for my shop so that it is like an intercom to the house.,True
ORD270378,ID0591432438,2022-08-07,Nickolson,"[('Olivia x460', 1), ('pearTV', 2)]",13845,57.336,-37.8191244,144.9654965,0,Winter,True,0.36137,it don’t show nothing,False
ORD417212,ID4927643638,2022-03-20,Thompson,"[('Thunder line', 2), ('Olivia x460', 2)]",6810,32.959,-37.80562370000001,144.93317050000005,50,Autumn,True,1.45254,"not working having issues logging into the router. the default passwords do not work, even after resetting the device.",False
ORD294189,ID0591430562,2022-07-19,Nickolson,"[('iStream', 1), ('Universe Note', 2), ('pearTV', 1)]",13360,36.39,-37.8174124,144.96759,25,Winter,False,0.21695,not worth it there is something wrong with the volume and it is very slow.,False
ORD369297,ID4297530214,2022-08-18,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,70.645,-37.805726,144.9772199,0,Winter,False,1.58336,five stars perfecto,True
ORD153139,ID4788000185,2022-04-18,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('pearTV', 1), ('Universe Note', 2)]",19840,42.414,-37.79932879999999,144.9248188,25,Autumn,False,2.45685,very sad i received another thing was not the phone,False
ORD226143,ID0578120680,2022-12-10,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",5545,49.313,-37.8240196,144.942638,50,Summer,True,1.32178,the best deal for a flagship smartphone. half the current flagship price but almost stay of art performance.,True
ORD208024,ID0026034534,2022-06-03,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",12245,79.412,-37.8146466,144.9578555,0,Winter,True,0.97369,must have purchased two working great,True
ORD017739,ID0638044384,2022-04-26,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('Universe Note', 1)]",23950,62.089,-37.8173725,144.9288324,25,Autumn,True,1.68688,five stars love this phone,True
ORD079449,ID2189382612,2022-08-04,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",7405,38.898,-37.808313,144.9771467,25,Winter,False,1.32522,very tiny phone defiantly much smaller then raiser i remember.,False
ORD442816,ID3208518296,2022-01-21,Nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",7490,59.665,-37.8053714,144.9645721,25,Summer,False,1.53576,very nice phone! very nice phone!,True
ORD497261,ID2442297404,2022-01-09,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",33570,90.581,-37.8177425,144.95105800000005,0,Summer,True,0.66445,five stars everything works to perfection!,True
ORD163413,ID6202471406,2022-03-26,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,36.841,-37.8213793,144.97703169999997,25,Autumn,False,0.72717,"one star microphone broke month and a half in, just out of warranty.",False
ORD413704,ID0294622369,2022-03-15,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,38.026,-37.8186183,144.9670084,50,Autumn,True,0.2236,good buy it's cheaper than any store or online shop. it's good quality for standard cell phone usage.,True
ORD041717,ID0579482160,2022-07-02,Thompson,"[('Toshika 750', 2), ('iStream', 1), ('Olivia x460', 1)]",10015,35.487,-37.816804,144.9506582,25,Winter,False,0.55774,you get what you pay for :( very cheaply made phone. very poor quality. good thing i rarely use this phone ...i hope to replace it if i keep this line.,False
ORD424219,ID1277988777,2022-05-01,Bakers,"[('iStream', 2), ('Universe Note', 1)]",3750,51.145,-37.8132128,145.0108971,25,Autumn,False,1.42342,nice. nice i love it. perfect phone.,True
ORD023728,ID4157116177,2022-09-01,Bakers,"[('Universe Note', 1), ('Thunder line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",11120,75.121,-37.818184,144.99569590000004,25,Spring,True,0.91237,"battery not as long lasting as i would like battery does not last as long as i would like,but the phone itself is great,especially for the price.",True
ORD149625,ID0774501421,2022-01-16,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",6015,57.08,-37.8088445,144.9578004,25,Summer,False,1.03555,"brand new the package arrived on time and it was brand new out of the box. for real, it was like i bought it brand new out the store.",True
ORD005577,ID2151743003,2022-08-04,Thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750,35.545,-37.8221797,144.9311455,50,Winter,False,1.75516,it was was ok its ok but i really like the 1120 better than this model,True
ORD081857,ID4400669937,2022-07-03,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",13260,52.96,-37.80370720000001,144.9622566,25,Winter,False,1.66743,oneplus is phenomenal!!! i have nothing but positive things to say about this phone. great seller and fast shipping. thank you,True
ORD185336,ID0561538898,2022-03-04,Bakers,"[('pearTV', 2), ('Olivia x460', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",18110,40.311,-37.7992119,145.00459730000003,50,Autumn,True,1.45588,"saved allot of money buying refurbished, phone was perfect. was a gift for my son and the phone was excellent. works great and looks great will buy again.",True
ORD047105,ID4061053464,2022-05-04,Bakers,"[('iStream', 2), ('Candle Inferno', 1), ('Lucent 330S', 2)]",3190,63.564,-37.809808200000006,144.9930308,0,Autumn,False,0.19471,"love being able to see, as well as hear things.  sound is better, too!",True
ORD241422,ID0257505383,2022-03-16,Thompson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,41.524,-37.7992037,144.963131,50,Autumn,True,2.06005,love the tv/movie selection. i really like the fact that i can just rent a movie if they don't have it in their selection.,True
ORD071386,ID0702452273,2022-03-20,Thompson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,80.785,-37.8043054,144.9420045,0,Autumn,True,1.03249,very good very good,True
ORD187794,ID5402876193,2022-04-05,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",14630,65.543,-37.8204553,144.9769294,0,Autumn,False,0.68106,mid range priced phone works better than i thought it would great price for what it is. works beautifully as intended. international version started in spanish very intuitive changing to my language.,True
ORD494703,ID5304274128,2022-03-14,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2455,68.664,-37.8284503,144.9847348,0,Autumn,False,1.72802,"open answer, close good-bye. great and very simple (open and answer, close and hang up). i bought it for a person with a brain injury and it's good.",True
ORD307906,ID0370470107,2022-11-26,Bakers,"[('Universe Note', 1), ('Olivia x460', 2)]",5900,106.41,-37.8160204,145.0111408,0,Spring,False,1.55147,"hello, shipping has come to the house of my ... hello, shipping has come to the house of my friend in miami. i traveled the day november 15, that day i will know if you are all well. thank you.",True
ORD040900,ID5556316744,2022-08-17,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",12080,48.129,-37.8066063,144.9378524,25,Winter,True,1.05504,bad phone baby company phone is junk. won't hold a charge. stays hot when in use.,False
ORD013739,ID0709970058,2022-05-21,Thompson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500,33.58,144.9352781,-37.814246,50,Autumn,False,1.05158,five stars ease of use,True
ORD471811,ID0561538897,2022-05-23,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1), ('iStream', 1), ('iAssist Line', 2)]",9280,69.742,-37.7993718,145.0050504,0,Autumn,False,1.46438,easy setup it works great and updates with no problems. great price for it and set it up with tmobile with no problems.,True
ORD494010,ID0387153099,2022-02-11,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",15540,91.343,-37.808478,144.9511111,0,Summer,True,0.58691,"phone screen procter applies easy, works very well",True
ORD392689,ID0595594348,2022-10-28,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 1)]",10765,62.668,-37.8101896,144.96958859999995,0,Spring,False,0.93567,return right away will not hold charge we kept trying and ñow they say it to late to return it,False
ORD262668,ID0372022839,2022-12-01,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",17040,41.373,-37.804029,144.976945,50,Summer,False,1.7401,love it fast and fluid love this phone .thanks !,True
ORD157972,ID0161535918,2022-04-16,Thompson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,32.085,-37.8124152,144.9588562,50,Autumn,True,1.03701,highly recommend this phone! phone works great! i have dropped it multiple times with no damage whatsoever to phone. this thing is tough! i am absolutely thrilled with the purchase of this phone! battery life is so much longer than any other phone i've ever had. phone is very user friendly.,True
ORD112680,ID4326586183,2022-07-03,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('pearTV', 2), ('Toshika 750', 2)]",19110,50.138,-37.8082091,144.96041110000004,25,Winter,False,1.27427,still a solid phone! maybe it's because i came from using a broken old s4 but this phone is great. don't put the s pen in backwards though or you will break the detection mechanism!,True
ORD234002,ID2177124610,2022-06-22,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",8135,31.937,-37.8148622,144.96072780000003,50,Winter,False,0.88015,universal works great,True
ORD075916,ID4716795160,2022-07-05,Thompson,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 2), ('Olivia x460', 2)]",11410,57.192,-37.8188804,144.9530751,25,Winter,True,0.86972,"all a preteen or teenager needs. great dumb phone for my teenagers. stops all drama about music, games, internet, etc. they can call and they can text. which is all a teenager truly needs in this phone world.",True
ORD010967,ID0838386042,2022-03-02,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",12455,33.53,-37.802826,144.9479941,50,Autumn,False,1.09918,four stars works great. wish it had space for a memory card...,True
ORD236025,ID1492175303,2022-06-26,Thompson,"[('Thunder line', 1), ('Universe Note', 2), ('iAssist Line', 1)]",11305,53.063,-37.8026319,144.9636393,25,Winter,False,1.83664,i love it!!! i really like the phone it very pretty. the camera is amazing!!!,True
ORD397679,ID1479905316,2022-02-02,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,56.813,-37.8205984,144.9572453,25,Summer,False,1.10484,five stars easy to setup and use,True
ORD487959,ID4391708632,2022-02-03,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,57.184,-37.8221478,144.9599219,25,Summer,False,0.93453,best phone ever. love olivia . it's exactly what i was looking for. nice and simple. i would recommend this to anyone looking for less technical.,True
ORD056854,ID0591427992,2022-01-14,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",1660,36.385,-37.8188751,144.9625503,50,Summer,False,0.6164,i love my cell phone so much easier to see and use than my previous smart phone. stays charged much longer too. love key board too!,True
ORD292035,ID6167279404,2022-02-01,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2), ('Thunder line', 1), ('iStream', 1)]",14420,82.899,-37.8100218,144.96213659999995,0,Summer,True,1.15582,one star this phone does not work with our t-mobile network and were told it would. i need a refund !!!,False
ORD304090,ID2279153644,2022-09-28,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 1)]",15010,65.125,-37.8128105,144.9736625,25,Spring,True,0.73848,not unlocked i guess i should have read the reviews. i received the phone and it was not unlocked,False
ORD350648,ID1449297341,2022-04-11,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('iStream', 1)]",2605,49.686,-37.8157682,144.98017769999996,25,Autumn,True,0.91237,it died on the 4/20/2015 i like the phone but don't like that i payed money ... it died on the 4/20/2015 i like the phone but don't like that i payed money and the cell dies this soon i have never dropped it our anything that would make it die.,False
ORD084040,ID4927643643,2022-11-19,Thompson,"[('Thunder line', 2), ('Alcon 10', 2)]",22260,80.326,-37.8062874,144.9328554,25,Spring,True,1.43801,great buy almost flawless. works amazingly. love my new phone.,True
ORD326495,ID0664378922,2022-01-14,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 1), ('iStream', 1)]",12185,87.064,-37.8199907,144.9659912,0,Summer,True,0.34947,awesome phone works great not the best battery life but the quick charge is super nice!,True
ORD378201,ID1833120506,2022-12-21,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2), ('iStream', 1)]",8130,49.977,-37.79974050000001,144.9550185,50,Summer,True,1.60043,awesome! great phone!,True
ORD197180,ID0591408086,2022-11-09,Nickolson,"[('Toshika 750', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",14500,43.646,-37.8212464,144.9613796,50,Spring,True,0.7768,one star this phone is the worst phone i have ever used. unable to add any work or personal emails.,False
ORD347563,ID1224854808,2022-08-02,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",11905,75.47,-37.81347529999999,144.9405227,0,Winter,True,0.58257,"love love love it from note 3 lover nothing more to say about this phone but ""love it"". most expensive and valuable phone since i ever had the phones! hope olivia add some more s-view functions.",True
ORD082999,ID0301537533,2022-11-07,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('iStream', 2)]",22650,55.639,-37.8194644,144.9452532,25,Spring,False,0.77265,"best phone i've ever used gorgeous phone, great battery life, amazing screen, impressive pictures, this is truly a no compromise phone. the stereo speakers are wonderful if you watch movies on your phone.",True
ORD251767,ID0356215139,2022-01-29,Nickolson,"[('iStream', 1), ('iAssist Line', 2)]",4600,67.198,-37.8044289,144.9647406,0,Summer,False,0.79592,locked phone is locked. this is deception!!!,False
ORD374797,ID2368044503,2022-06-01,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('pearTV', 1), ('Candle Inferno', 2)]",18580,33.169,-37.8073434,144.9781289,50,Winter,False,1.46212,"worst android phone i've ever owned i actually got one of these from my local verizon store, and it is an overhyped piece of ****. continuous popup ads, huge difficulty transferring files from old phone, among other issues. far inferior to the lucent g and droid turbo 2 i've used in the past. not buying android again.",False
ORD245001,ID0440051881,2022-11-25,Bakers,"[('Olivia x460', 1), ('iStream', 1), ('Lucent 330S', 1), ('Thunder line', 2)]",6965,48.23,-37.8198249,144.99543469999998,25,Spring,False,1.09426,one star product did not work,False
ORD359158,ID0332794364,2022-06-24,Bakers,"[('Thunder line', 2), ('Toshika 750', 1), ('iStream', 2)]",8980,52.298,-37.8086573,145.0058791,0,Winter,False,0.94816,this phone started to glitch out at the same time the speaker went out i purchased this phone in june it is now october and the speaker for the phone sounds like it's underwater completely blown out i've never had a phone do that there has been no damage to the phone really annoyed as i got this for work,False
ORD381157,ID2766300599,2022-10-14,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",19060,64.079,-37.8018142,144.969824,25,Spring,False,1.86814,great phone for the price! a great smart phone for the money!,True
ORD097121,ID2291073981,2022-02-28,Nickolson,"[('iStream', 2), ('Toshika 750', 1), ('Universe Note', 2), ('Olivia x460', 2)]",13970,48.454,-37.8105239,144.96098569999995,50,Summer,True,1.17242,"great tablet for under $100. does not have the highest specs, but gets the job done for lite tablet users.",True
ORD056213,ID0122751902,2022-02-13,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('pearTV', 2), ('Universe Note', 1)]",22850,90.541,-37.81385510000001,144.9423532,0,Summer,True,0.43508,"stable phone, sound is a little off sound is a little off, but overall it is a good phone so far. buttons on outside are not that easily bumped, but you do need to use caution",True
ORD220405,ID3945799004,2022-09-01,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('Universe Note', 2)]",21700,47.31,-37.8149016,144.9607464,25,Spring,False,0.87665,"didn't like the phone at all didn't like the phone at all, stopped working after a month, wouldn't turn on, tried everything, took it to the store, they couldn't even turn it on, sent back to olivia",False
ORD004503,ID3924911400,2022-06-02,Nickolson,"[('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",14125,38.413,144.965171,-37.8126201,50,Winter,True,0.76859,good replacement phone its a very good phone for the price. cheap and affordable. the reception is fairly well and the clarity as well.,True
ORD265971,ID3555805910,2022-07-31,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('Candle Inferno', 1), ('Thunder line', 2)]",7390,81.065,-37.8032103,144.93564530000003,0,Winter,True,1.45568,everything very good price,True
ORD193419,ID0702372648,2022-05-02,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2), ('pearTV', 1), ('Olivia x460', 2)]",16890,48.941,-37.8063016,144.9415632,25,Autumn,False,0.85879,love it!,True
ORD431094,ID0310944921,2022-04-15,Bakers,"[('Olivia x460', 1), ('iStream', 1)]",1375,66.09,-37.8039928,145.0016939,0,Autumn,False,0.87725,"best olivia phone i've owned i upgraded from a note 8, i don't regret at all. the battery last the whole day. some night before i go to bed the phone is still at 40%. the camera is amazing.",True
ORD299628,ID0441031555,2022-05-08,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('iAssist Line', 1), ('iStream', 1)]",9115,24.809,-37.8133588,144.9386603,50,Autumn,False,0.7434,"not functional verizon was not able to connect to the phone. they said ""it had an internal issue. something that the alcons are known for having"". im waiting for my refund. its been several days now.",False
ORD389209,ID5957906903,2022-08-27,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Alcon 10', 2)]",26660,35.343,-37.8013612,144.97420480000005,50,Winter,False,1.96159,works well. easy to use. i like the auto on when you open the case,True
ORD129315,ID2185303494,2022-06-26,Thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750,31.664,-37.8103422,144.9550359,50,Winter,False,0.74716,awesome phone for its age it still keeps up with it's competitors and a very affordable price.,True
ORD403689,ID4735836846,2022-02-22,Thompson,"[('Toshika 750', 2), ('Universe Note', 2), ('Thunder line', 1)]",17720,71.228,-37.803762,144.94979890000005,25,Summer,True,1.02061,"this is not the droid turbo 2 i like lucentrola and have had several. beware, this phone has the standard, easily breakable screen. either get a protective case or buy the droid turbo 2 with the virtually unbreakable screen.",True
ORD290103,ID0372992239,2022-24-05,Bakers,"[('Candle Inferno', 1), ('iStream', 2)]",730,59.981,-37.8076088,144.9797887,25,Autumn,True,1.38395,i purchased the inferno stick to be able to watch movies at my convenience. i love that there is such a variety of genres. i also enjoy it gives you the ability to watch tv shows too. it's awesome!,True
